public.checkout.errors.SERVING_HOURS_SCHEDULE_ERROR,It is not possible to submit orders at the specific time and date. Please select an alternative.,Δεν είναι δυνατή η υποβολή παραγγελιών τη συγκεκριμένη ώρα και ημερομηνία. Διάλεξε μια εναλλακτική,Het is niet mogelijk om bestellingen op de specifieke tijd en datum door te geven. Selecteer een alternatief.,Il n'est pas possible de passer des commandes à l'heure et à la date spécifiées. Veuillez sélectionner une alternative.,"Es ist nicht möglich, Bestellungen zu einem bestimmten Zeitpunkt und Datum aufzugeben. Bitte wählen Sie eine Alternative.",No es posible enviar pedidos en la fecha y hora específicas. Seleccione una alternativa.,Non è possibile inviare ordini all'ora e alla data specifica. Seleziona un'alternativa.,Não é possível enviar pedidos na hora e data específicas. Selecione uma alternativa.,Belirli saat ve tarihte sipariş vermek mümkün değildir. Lütfen bir alternatif seçin.,"Не е възможно да се подават поръчки в конкретния час и дата. Моля, изберете алтернатива.",Невозможно отправлять заказы в определенное время и дату. Выберите альтернативу.,विशिष्ट समय और तिथि पर आदेश प्रस्तुत करना संभव नहीं है। कृपया एक विकल्प चुनें।,ご指定の日時にてご注文を承れません。他の日時をご指定ください。,특정 시간 및 날짜에 주문을 제출할 수 없습니다. 대안을 선택하세요.,Không thể gửi đơn đặt hàng vào thời gian và ngày cụ thể. Vui lòng chọn một giải pháp thay thế.,无法在特定时间和日期提交订单。请选择一个替代方案。,Nije moguće podnositi narudžbe u točno određeno vrijeme i datum. Odaberite alternativu.,Није могуће слати наруџбине у одређено време и на одређени датум. Молимо изаберите алтернативу.,Не е можно да се поднесат нарачки во одредено време и датум. Ве молиме изберете алтернатива.,V konkrétní čas a datum není možné odeslat objednávku. Vyberte prosím alternativu.,Det er ikke muligt at afgive ordrer på det bestemte tidspunkt og den bestemte dato. Vælg et alternativ.,Tilauksia ei voi lähettää tiettyyn aikaan ja päivämäärään. Valitse vaihtoehto.,Det er ikke mulig å sende inn bestillinger på bestemt tidspunkt og dato. Velg et alternativ.,Det är inte möjligt att skicka beställningar vid den specifika tidpunkten och datumet. Välj ett alternativ.,নির্দিষ্ট সময় ও তারিখে অর্ডার জমা দেওয়া সম্ভব নয়। অনুগ্রহ করে একটি বিকল্প নির্বাচন করুন।,"A megadott időpontban és időpontban nem lehet megrendeléseket leadni. Kérjük, válasszon egy alternatívát.",Tidak mungkin mengirimkan pesanan pada waktu dan tanggal tertentu. Silakan pilih alternatif.,Nu este posibilă trimiterea comenzilor la data și ora specifică. Vă rugăm să selectați o alternativă.,Неможливо подавати замовлення в певний час і дату. Виберіть альтернативу.,Nie ma możliwości złożenia zamówienia w określonym czasie i terminie. Wybierz alternatywę.,Nije moguće slati narudžbe u određeno vrijeme i na određeni datum. Odaberite alternativu.,"Pasūtījumus noteiktā laikā un datumā nav iespējams iesniegt. Lūdzu, izvēlieties alternatīvu.",Hindi posible na magsumite ng mga order sa tiyak na oras at petsa. Mangyaring pumili ng kahalili.,विशिष्ट वेळ आणि तारखेला ऑर्डर सादर करणे शक्य नाही. कृपया एक पर्याय निवडा.,ચોક્કસ સમય અને તારીખે ઓર્ડર આપવાનું શક્ય નથી. કૃપા કરીને કોઈ વિકલ્પ પસંદ કરો.,امکان ارسال سفارش در زمان و تاریخ خاص وجود ندارد. لطفاً جایگزین را انتخاب کنید.,لا يمكن تقديم الطلبات في الوقت والتاريخ المحددين. الرجاء تحديد بديل.,לא ניתן להגיש הזמנות בזמן ובמועד הספציפי. אנא בחר חלופה.,مخصوص وقت اور تاریخ پر احکامات جمع کرنا ممکن نہیں ہے۔ براہ کرم کوئی متبادل منتخب کریں۔
public.payment.errors.addressNotAvailable,The address cannot be found. Please select a street address from the suggestions.,Η διεύθυνση δεν μπορεί να βρεθεί. Επέλεξε μια διεύθυνση από τις προτάσεις,Het adres kan niet worden gevonden. Selecteer een adres uit de suggesties.,L'adresse est introuvable. Veuillez sélectionner une adresse parmi les suggestions.,Die Adresse kann nicht gefunden werden. Bitte wählen Sie eine Straße aus den Vorschlägen aus.,No se puede encontrar la dirección. Seleccione una dirección postal de las sugerencias.,Impossibile trovare l'indirizzo. Seleziona un indirizzo dai suggerimenti.,O endereço não pode ser encontrado. Selecione um endereço de rua a partir das sugestões.,Adres bulunamadı. Lütfen önerilerden bir sokak adresi seçin.,"Адресът не може да бъде намерен. Моля, изберете адрес от предложенията.","Адрес не найден. Пожалуйста, выберите почтовый адрес из предложенных.",पता नहीं मिल रहा है। कृपया सुझावों में से एक सड़क का पता चुनें।,ご指定の住所が見つかりません。候補よりご選択ください。,주소를 찾을 수 없습니다. 제안에서 주소를 선택하십시오.,Không thể tìm thấy địa chỉ. Vui lòng chọn một địa chỉ đường phố từ các đề xuất.,找不到地址。请从建议中选择街道地址。,Adresa se ne može pronaći. Molimo odaberite adresu iz prijedloga.,Адреса није пронађена. Молимо да изаберете адресу из предлога.,Адресата не може да се најде. Изберете улична адреса од предлозите.,Adresu nelze najít. Z návrhů vyberte adresu.,Adressen kan ikke findes. Vælg en gadeadresse fra forslagene.,Osoitetta ei löydy. Valitse katuosoite ehdotuksista.,Adressen ble ikke funnet. Velg en gateadresse fra forslagene.,Adressen kan inte hittas. Välj en gatuadress från förslagen.,ঠিকানা পাওয়া যাবে না। পরামর্শ থেকে একটি রাস্তার ঠিকানা নির্বাচন করুন।,"A cím nem található. Kérjük, válasszon egy utcát a javaslatok közül.",Alamat tidak dapat ditemukan. Silakan pilih alamat jalan dari saran.,Adresa nu poate fi găsită. Vă rugăm să selectați o adresă de stradă din sugestii.,"Адресу неможливо знайти. Будь ласка, виберіть адресу з пропозицій.",Nie można znaleźć adresu. Wybierz adres z sugestii.,Adresa nije pronađena. Odaberite adresu iz prijedloga.,"Adresi nevar atrast. Lūdzu, izvēlieties ieteikumu no adreses.",Hindi matagpuan ang address. Mangyaring pumili ng address ng kalye mula sa mga mungkahi.,पत्ता सापडत नाही. कृपया सूचनांमधून रस्त्याचा पत्ता निवडा.,સરનામું મળી શકતું નથી. કૃપા કરીને સૂચનોમાંથી શેરીનું સરનામું પસંદ કરો.,آدرس را نمی توان پیدا کرد. لطفاً آدرس خیابان را از میان پیشنهادها انتخاب کنید.,لا يمكن العثور على العنوان. الرجاء تحديد عنوان شارع من الاقتراحات.,לא ניתן למצוא את הכתובת. אנא בחר כתובת רחוב מההצעות.,پتہ نہیں مل سکتا۔ براہ کرم تجاویز میں سے ایک گلی کا پتہ منتخب کریں۔
public.store.dashboard.placeOrderInOpeningTimes,You can only place an order during the store's opening times,Mπορείς να παραγγείλεις μόνο όταν το μαγαζί είναι ανοιχτό,Bestellen kan alleen tijdens de openingstijden van de winkel,Vous ne pouvez passer commande que pendant les heures d'ouverture du magasin,Eine Bestellung ist nur während der Öffnungszeiten des Stores möglich,Solo se puede realizar un pedido durante el horario de apertura de la tienda,Puoi effettuare un ordine solo durante gli orari di apertura del negozio,Você só pode fazer um pedido durante o horário de funcionamento da loja,Sadece mağazanın açık olduğu saatlerde sipariş verebilirsiniz.,Можете да направите поръчка само по време на работното време на магазина,Оформить заказ можно только в часы работы магазина.,आप केवल स्टोर के खुलने के समय के दौरान ही ऑर्डर दे सकते हैं,注文は店舗の営業時間内のみ可能です,매장 오픈 시간에만 주문 가능합니다,Bạn chỉ có thể đặt hàng trong thời gian cửa hàng mở cửa,您只能在商店营业时间内下订单,Narudžbu možete izvršiti samo za vrijeme radnog vremena trgovine,Можете наручити само током радног времена продавнице,Можете да нарачате само за време на работното време на продавницата,Objednávku lze provést pouze během otevírací doby prodejny,Du kan kun bestille i butikkens åbningstider,Tilauksen voi tehdä vain myymälän aukioloaikoina,Du kan kun bestille i butikkens åpningstider,Du kan endast lägga en beställning under butikens öppettider,আপনি শুধুমাত্র দোকান খোলার সময় একটি অর্ডার দিতে পারেন,Rendelést csak az üzlet nyitvatartási idejében lehet leadni,Anda hanya dapat memesan selama jam buka toko,Puteți plasa o comandă doar în timpul orelor de deschidere a magazinului,Оформити замовлення можна лише в час роботи магазину,Zamówienie można złożyć tylko w godzinach otwarcia sklepu,Narudžbu možete naručiti samo tokom radnog vremena prodavnice,Pasūtījumu var veikt tikai veikala darba laikā,Maaari ka lang mag-order sa mga oras ng pagbubukas ng tindahan,तुम्ही फक्त स्टोअर उघडण्याच्या वेळेतच ऑर्डर देऊ शकता,તમે માત્ર સ્ટોર ખોલવાના સમય દરમિયાન જ ઓર્ડર આપી શકો છો,فقط در ساعات باز بودن فروشگاه می توانید سفارش دهید,يمكنك فقط تقديم طلب خلال أوقات عمل المتجر,ניתן לבצע הזמנה רק בשעות הפתיחה של החנות,آپ اسٹور کے کھلنے کے اوقات میں ہی آرڈر دے سکتے ہیں۔
public.checkout.expiry,Expiry Date(MMYY),Ημερομηνία λήξης (MMYY),Vervaldatum (MMYY),Date d'expiration (MMAA),Ablaufdatum (MMJJ),Fecha de caducidad (MMAA),Data di scadenza (MMAA),Data de expiração (MMYY),Son Kullanım Tarihi(AAYY),Дата на изтичане (MMYY),Срок годности (ММГГ),समाप्ति तिथि (एमएमवाईवाई),有効期限(MMYY),만료일(MMYY),Ngày hết hạn (MMYY),到期日(MMYY),Datum isteka (MMGG),Датум истека (ММГГ),Датум на истекување (MMYY),Datum vypršení platnosti (MMRR),Udløbsdato (MMÅÅ),Viimeinen voimassaolopäivä (KKVY),Utløpsdato (MMÅÅ),Sista utgångsdatum (MMÅÅ),মেয়াদ শেষ হওয়ার তারিখ (MMYY),Lejárati dátum (MMYY),Tanggal Kedaluwarsa (MMYY),Data de expirare (LLAA),Дата закінчення (ММРР),Data ważności (MMRR),Datum isteka (MMGG),Derīguma termiņš (MMGG),Petsa ng Pag-expire(MMYY),कालबाह्यता तारीख (MMYY),સમાપ્તિ તારીખ (MMYY),تاریخ انقضا (MMYY),تاريخ انتهاء الصلاحية (MMYY),תאריך תפוגה (MMYY),میعاد ختم ہونے کی تاریخ (MMYY)
public.payment.trustPayments,TrustPayments,,,TrustPayments,TrustPayments,TrustPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public.main.typeUrl,Type a URL or store name,Πληκτρολόγησηε μια διεύθυνση URL ή ένα όνομα καταστήματος,Typ een URL of winkelnaam,Tapez une URL ou un nom de magasin,Geben Sie eine URL oder einen Geschäftsnamen ein,Escribe una URL o el nombre de la tienda,Digita un URL o il nome del negozio,Digite um URL ou nome de loja,Bir URL veya mağaza adı yazın,Въведете URL адрес или име на магазин,Введите URL или название магазина,यूआरएल या स्टोर का नाम टाइप करें,URLまたは店舗名を入力してください,URL 또는 상점 이름을 입력하세요.,Nhập URL hoặc tên cửa hàng,输入 URL 或商店名称,Unesite URL ili naziv trgovine,Унесите УРЛ или назив продавнице,Внесете URL или име на продавница,Zadejte adresu URL nebo název obchodu,Indtast en URL- eller butiksnavn,Kirjoita URL-osoite tai kaupan nimi,Skriv inn en URL eller et butikknavn,Skriv en URL eller butiksnamn,একটি URL বা স্টোরের নাম টাইপ করুন,Írjon be egy URL-t vagy az üzlet nevét,Ketik URL atau nama toko,Introdu o adresă URL sau un nume de magazin,Введіть URL-адресу або назву магазину,Wpisz adres URL lub nazwę sklepu,Unesite URL ili naziv trgovine,Ierakstiet URL vai veikala nosaukumu,Mag-type ng URL o pangalan ng tindahan,URL किंवा स्टोअरचे नाव टाइप करा,URL અથવા સ્ટોરનું નામ લખો,URL یا نام فروشگاه را تایپ کنید,اكتب عنوان URL أو اسم المتجر,הקלד כתובת אתר או שם חנות,یو آر ایل یا اسٹور کا نام ٹائپ کریں۔
public.main.invalidUrl,URL is invalid,Η διεύθυνση URL δεν είναι έγκυρη,URL is ongeldig,L'URL n'est pas valide,URL ist ungültig,La URL no es válida,L'URL non è valido,O URL é inválido,URL geçersiz,URL адресът е невалиден,URL-адрес недействителен,यूआरएल अमान्य है,URLが無効です,URL이 잘못되었습니다.,URL không hợp lệ,网址无效,URL nije važeći,УРЛ је неважећи,URL-то е неважечко,Adresa URL je neplatná,URL er ugyldig,URL-osoite on virheellinen,URL er ugyldig,URL är ogiltig,URL অবৈধ৷,Az URL érvénytelen,URL tidak valid,Adresa URL este nevalidă,URL-адреса недійсна,URL jest nieprawidłowy,URL je nevažeći,URL nav derīgs,Di-wasto ang URL,URL अवैध आहे,URL અમાન્ય છે,URL نامعتبر است,عنوان URL غير صالح,כתובת האתר אינה חוקית,URL غلط ہے۔
public.main.scanQRCode,Scan a QR Code,Σκανάρισμα κωδικού QR,Scan een QR-code,Scannez un code QR,Scannen Sie einen QR-Code,Escanear un código QR,Scansiona un codice QR,Digitalize um código QR,QR Kodu tarayın,Сканирайте QR код,Сканировать QR-код,एक क्यूआर कोड स्कैन करें,QRコードを読み取る,QR 코드 스캔,Quét mã QR,扫描二维码,Skenirajte QR kod,Скенирајте КР код,Скенирајте QR-код,Naskenujte QR kód,Scan en QR-kode,Skannaa QR-koodi,Skann en QR-kode,Skanna en QR-kod,একটি QR কোড স্ক্যান করুন,QR-kód beolvasása,Pindai Kode QR,Scanați un cod QR,Скануйте QR-код,Zeskanuj kod QR,Skenirajte QR kod,Skenējiet QR kodu,Mag-scan ng QR Code,QR कोड स्कॅन करा,QR કોડ સ્કેન કરો,یک کد QR را اسکن کنید,امسح رمز الاستجابة السريعة ضوئيًا,סרוק קוד QR,QR کوڈ اسکین کریں۔
public.global.recents,Recents,Πρόσφατα,Recente,Récents,Letzte,Recientes,Recenti,Recentes,Son bilgiler,Наскоро,Недавние,हाल ही,最新情報,최근,Gần đây,最近的,Nedavno,Недавно,Неодамнешни,Nedávné,Seneste,Viimeaikaiset,Nylig,Senaste,সাম্প্রতিক,Legutóbbiak,Terbaru,Recente,Останні,Ostatnie,Nedavno,Nesen,Recents,अलीकडील,તાજેતરના,اخیر,حديث,אחרונים,حالیہ
public.recents.nothingFound,Nothing found here,Δεν βρέθηκε τίποτα εδώ,Niets gevonden hier,Rien trouvé ici,Hier nichts gefunden,No se encontró nada aquí,Niente trovato qui,Nada encontrado aqui,Burada hiçbir şey bulunamadı,Тук не е намерено нищо,Здесь ничего не найдено,यहाँ कुछ नहीं मिला,ここには何もありません,검색된 항목이 없습니다.,Không tìm thấy gì ở đây,在这里找不到任何东西,Ovdje ništa nije pronađeno,Овде ништа није пронађено,Ништо не се најде овде,Nic se zde nenašlo,Intet fundet her,Täältä ei löytynyt mitään,Ingenting funnet her,Inget hittat här,এখানে কিছুই পাওয়া যায়নি,Itt nem találtunk semmit,Tidak ada yang ditemukan di sini,Nu s-a găsit nimic aici,Тут нічого не знайдено,Nic tu nie znaleziono,Ovdje ništa nije pronađeno,Šeit nekas nav atrasts,Walang nahanap dito,येथे काहीही सापडले नाही,અહીં કશું મળ્યું નથી,اینجا چیزی پیدا نشد,لم يتم العثور على شيء هنا,שום דבר לא נמצא כאן,یہاں کچھ نہیں ملا
public.main.storeNotFound,The store was not found,Το κατάστημα δεν βρέθηκε,De winkel is niet gevonden,Le magasin n'a pas été trouvé,Der Shop wurde nicht gefunden,No se encontró la tienda.,Il negozio non è stato trovato,A loja não foi encontrada,Mağaza bulunamadı,Магазинът не е намерен,Магазин не найден,दुकान नहीं मिली,店舗が見つかりませんでした,상점을 찾을 수 없습니다,Cửa hàng không được tìm thấy,找不到店铺,Trgovina nije pronađena,Продавница није пронађена,Продавницата не беше пронајдена,Prodejna nebyla nalezena,Butikken blev ikke fundet,Kauppaa ei löytynyt,Butikken ble ikke funnet,Butiken hittades inte,দোকান পাওয়া যায়নি,Az üzlet nem található,Toko tidak ditemukan,Magazinul nu a fost găsit,Магазин не знайдено,Sklep nie został znaleziony,Prodavnica nije pronađena,Veikals netika atrasts,Hindi nakita ang tindahan,दुकान सापडले नाही,દુકાન મળી ન હતી,فروشگاه پیدا نشد,لم يتم العثور على المتجر,החנות לא נמצאה,دکان نہیں ملی
public.main.storeSaved,Store information saved successfully!,Οι πληροφορίες του καταστήματος αποθηκεύτηκαν με επιτυχία!,Bewaar informatie succesvol opgeslagen!,Informations sur le magasin enregistrées avec succès !,Geschäftsinformationen erfolgreich gespeichert!,¡La información de la tienda se guardó correctamente!,Memorizza le informazioni salvate con successo!,Armazenar informações salvas com sucesso!,Mağaza bilgileri başarıyla kaydedildi,Информацията за съхраняване е запазена успешно!,Информация магазина успешно сохранена!,स्टोर जानकारी सफलतापूर्वक सहेजी गई!,店舗情報の保存に成功しました,스토어 정보가 성공적으로 저장되었습니다!,Lưu trữ thông tin đã được lưu thành công!,店铺信息保存成功！,Podaci o trgovini uspješno su spremljeni!,Информације о продавници су успешно сачуване!,Информациите за складирање се успешно зачувани!,Uložit informace úspěšně uloženy!,Oplysninger om opbevaring er gemt!,Tallennustiedot tallennettu onnistuneesti!,Lagringsinformasjon er lagret!,Lagringsinformationen har sparats!,স্টোর তথ্য সফলভাবে সংরক্ষিত!,Az adatok tárolása sikeresen mentve!,Simpan informasi berhasil disimpan!,Informațiile stocate au fost salvate cu succes!,Інформацію про магазин успішно збережено!,Informacje o sklepie zostały pomyślnie zapisane!,Informacije o trgovini uspješno su sačuvane!,Saglabātā informācija ir veiksmīgi saglabāta!,Matagumpay na na-save ang impormasyon sa tindahan!,स्टोअर माहिती यशस्वीरित्या जतन केली!,સ્ટોર માહિતી સફળતાપૂર્વક સાચવી!,اطلاعات فروشگاه با موفقیت ذخیره شد!,تم حفظ معلومات المتجر بنجاح!,מידע החנות נשמר בהצלחה!,اسٹور کی معلومات کامیابی کے ساتھ محفوظ ہوگئی!
public.main.navigateStoreConfirm,Navigate to the store?,Πλοήγηση στο κατάστημα;,Naar de winkel navigeren?,Accéder au magasin ?,Navigieren Sie zum Shop?,¿Navegar a la tienda?,Vai al negozio?,Navegar até a loja?,Mağazaya git?,Навигирайте до магазина?,Перейти в магазин?,स्टोर पर नेविगेट करें?,店舗に移動しますか？,매장으로 이동하시겠습니까?,Điều hướng đến cửa hàng?,导航到商店？,Navigacija do trgovine?,Навигација до продавнице?,Одете до продавницата?,Navigovat do obchodu?,Naviger til butikken?,Navigoitko kauppaan?,Navigere til butikken?,Navigera till butiken?,দোকান নেভিগেট?,Navigálni az üzletbe?,Arahkan ke toko?,Navigați la magazin?,Перейти до магазину?,Przejść do sklepu?,Navigacija do trgovine?,Vai doties uz veikalu?,Mag-navigate sa tindahan?,दुकानात नेव्हिगेट करायचे?,સ્ટોર પર નેવિગેટ કરીએ?,به فروشگاه بروید؟,انتقل إلى المتجر؟,נווט לחנות?,اسٹور پر جائیں؟
public.global.information,Information,Πληροφορίες,Informatie,Information,Information,Información,Informazione,Em formação,Bilgi,Информация,Информация,जानकारी,店舗情報,정보,Thông tin,信息,Informacija,Информације,Информации,Informace,Information,Tiedot,Informasjon,Information,তথ্য,Információ,Informasi,informație,Інформація,Informacja,Informacije,Informācija,Impormasyon,माहिती,માહિતી,اطلاعات,معلومة,מֵידָע,معلومات
public.global.yes,Yes,Ναι,Ja,Oui,ja,sí,sì,sim,Evet,да,да,हां,はい,네,Đúng,是的,Da,да,Да,Ano,Ja,Joo,Ja,Ja,হ্যাঁ,Igen,Ya,da,Так,tak,Da,Jā,Oo,होय,હા,آره,نعم,כן,جی ہاں
public.global.no,No,Όχι,Nee,Non,Nein,No,No,Não,Hayır,Не,Нет,नहीं,いいえ,아니,Không,不,Ne,Не,бр,Ne,Ingen,Ei,Nei,Nej,না,Nem,Tidak,Nu,Немає,Nie,br,Nē,Hindi,नाही,ના,خیر,رقم,לא,نہیں
public.global.error,Error,Λάθος,Fout,Erreur,Fehler,Error,Errore,Erro,Hata,Грешка,Ошибка,त्रुटि,エラー,오류,Lỗi,错误,Greška,Грешка,Грешка,Chyba,Fejl,Virhe,Feil,Fel,ত্রুটি,Hiba,Kesalahan,Eroare,Помилка,Błąd,Greška,Kļūda,Error,त्रुटी,ભૂલ,خطا,خطأ,שְׁגִיאָה,خرابی
public.global.errorQRScanner,Error occurred with QR Scanner!,Παρουσιάστηκε σφάλμα με το QR Scanner!,Er is een fout opgetreden met de QR-scanner!,Une erreur s'est produite avec QR Scanner !,Beim QR-Scanner ist ein Fehler aufgetreten!,¡Ocurrió un error con el escáner QR!,Si è verificato un errore con QR Scanner!,Ocorreu um erro com o QR Scanner!,QR Tarayıcı ile hata oluştu!,Възникна грешка с QR скенера!,Произошла ошибка со сканером QR!,क्यूआर स्कैनर के साथ त्रुटि हुई!,QRスキャナでエラーが発生しました,QR 스캐너에서 오류가 발생했습니다!,Đã xảy ra lỗi với Máy quét QR!,QR 扫描仪出现错误！,Došlo je do pogreške s QR skenerom!,Дошло је до грешке са КР скенером!,Настана грешка со QR скенер!,U skeneru QR došlo k chybě!,Der opstod en fejl med QR-scanner!,QR-skannerissa tapahtui virhe!,Det oppsto en feil med QR-skanner!,Fel uppstod med QR-skannern!,QR স্ক্যানারে ত্রুটি ঘটেছে!,Hiba történt a QR-szkennerrel!,Terjadi kesalahan dengan Pemindai QR!,A apărut o eroare cu QR Scanner!,Сталася помилка з QR-сканером!,Wystąpił błąd skanera QR!,Došlo je do greške sa QR skenerom!,Ar QR skeneri radās kļūda!,Nagkaroon ng error sa QR Scanner!,QR स्कॅनरमध्ये त्रुटी आली!,QR સ્કેનરમાં ભૂલ આવી!,خطا با اسکنر QR رخ داد!,حدث خطأ مع QR Scanner!,אירעה שגיאה בסורק QR!,QR سکینر میں خرابی پیش آگئی!
public.global.confirm,Confirm,Επιβεβαίωση,Bevestigen,Confirmer,Bestätigen Sie,Confirmar,Confermare,Confirme,Onayla,Потвърдете,Подтверждать,पुष्टि करना,確認,확인하다,Xác nhận,确认,Potvrdite,Потврди,Потврди,Potvrdit,Bekræfte,Vahvistaa,Bekrefte,Bekräfta,নিশ্চিত করুন,megerősít,Mengonfirmasi,A confirma,Підтвердьте,Potwierdzać,Potvrdi,Apstiprināt,Kumpirmahin,पुष्टी,પુષ્ટિ કરો,تایید,يتأكد,לְאַשֵׁר,تصدیق کریں۔
public.checkout.enterPin,Enter the PIN Number,Εισαγωγή PIN,Voer de pincode in,Saisissez le NIP,Geben Sie die PIN-Nummer ein,Ingrese el número PIN,Immettere il numero PIN,Digite o número PIN,PIN Numarasını girin,Въведете ПИН номера,Введите PIN-код,पिन नंबर दर्ज करें,PIN番号を入力してください,PIN 번호 입력,Nhập số PIN,输入密码,Unesite PIN broj,Унесите ПИН број,Внесете го PIN-бројот,Zadejte číslo PIN,Indtast PIN-koden,Anna PIN-koodi,Skriv inn PIN-nummeret,Ange PIN-koden,পিন নম্বর লিখুন,Írja be a PIN kódot,Masukkan Nomor PIN,Introduceți numărul PIN,Введіть PIN-код,Wprowadź numer PIN,Unesite PIN broj,Ievadiet PIN numuru,Ilagay ang PIN Number,पिन क्रमांक टाका,પિન નંબર દાખલ કરો,شماره پین ​​را وارد کنید,أدخل رقم PIN,הזן את מספר ה-PIN,پن نمبر درج کریں۔
public.checkout.errors.MISSING_LOCATION_TAP_ID,Tap ID is mandatory,Η παραγγελια δεν περιεχει υποχρεωτικά στοιχεία: Tap ID,Tik-ID is verplicht,L'identifiant du robinet est obligatoire,Tap-ID ist obligatorisch,La identificación del toque es obligatoria,L'ID del tocco è obbligatorio,O ID de toque é obrigatório,Tap ID zorunludur,Tap ID е задължителен,Идентификатор крана обязателен,टैप आईडी अनिवार्य है,タップIDは必須です,탭 ID는 필수 항목입니다.,Nhấn ID là bắt buộc,Tap ID 为必填项,Tap ID je obavezan,Тап ИД је обавезан,Допрете ID е задолжително,ID klepnutí je povinné,Tap-id er obligatorisk,Napautustunnus on pakollinen,Tap-ID er obligatorisk,Tap-ID är obligatoriskt,ট্যাপ আইডি বাধ্যতামূলক,A koppintási azonosító kötelező,Ketuk ID adalah wajib,ID-ul de atingere este obligatoriu,Tap ID є обов’язковим,Identyfikator kranu jest obowiązkowy,Tap ID je obavezan,Pieskaršanās ID ir obligāts,Ang Tap ID ay mandatory,टॅप आयडी अनिवार्य आहे,ટેપ ID ફરજિયાત છે,تپ ID اجباری است,معرف الحنفية إلزامي,זיהוי ברז הוא חובה,ٹیپ آئی ڈی لازمی ہے۔
public.checkout.errors.invalidPin,The PIN number is not correct,To PIN δεν ειναι σωστό,Ongeldige pincode van de klant,Code PIN client invalide,Ungültiger Kunden-PIN-Code,Código PIN de cliente no válido,Codice PIN cliente non valido,Código PIN do cliente inválido,Geçersiz müşteri pin kodu,Невалиден ПИН код на клиента,Неверный пин-код клиента,अमान्य ग्राहक पिन कोड,無効な顧客のPINコード,잘못된 고객 핀 코드,Mã pin của khách hàng không hợp lệ,无效的客户密码,Nevažeći PIN kod korisnika,Неважећи ПИН код клијента,Неважечки пин-код на клиентот,Neplatný PIN kód zákazníka,Ugyldig kundepinkode,Virheellinen asiakkaan pin-koodi,Ugyldig kunde-pinkode,Ogiltig kundpinkod,অবৈধ গ্রাহক পিন কোড,Érvénytelen ügyfél PIN-kód,Kode pin pelanggan tidak valid,Cod PIN client nevalid,Недійсний пін-код клієнта,Nieprawidłowy kod PIN klienta,Nevažeći PIN kod klijenta,Nederīgs klienta PIN kods,Di-wastong pin code ng customer,अवैध ग्राहक पिन कोड,અમાન્ય ગ્રાહક પિન કોડ,پین کد مشتری نامعتبر است,رمز التعريف الشخصي للعميل غير صالح,קוד PIN לא חוקי של לקוח,غلط کسٹمر پن کوڈ
public.payment.payLaterSelection,When would you like to pay?,Πότε θα ήθελες να πληρώσεις;,Wanneer wilt u betalen?,Quand Souhaitez-vous payer ?,Wann möchten Sie bezahlen?,¿Cuándo le gustaría pagar?,Quando vuoi pagare?,Quando você gostaria de pagar?,Ne zaman ödemek istersiniz?,Кога бихте искали да платите?,Когда вы хотите заплатить?,आप कब भुगतान करना चाहेंगे?,いつ支払いますか？,언제 결제하시겠습니까?,Khi nào bạn muốn thanh toán?,您想什么时候付款？,Kada želite platiti?,Када желите да платите?,Кога би сакале да платите?,Kdy chcete zaplatit?,Hvornår vil du betale?,Milloin haluaisit maksaa?,Når vil du betale?,När vill du betala?,আপনি কখন অর্থ প্রদান করতে চান?,Mikor szeretne fizetni?,Kapan Anda ingin membayar?,Când doriți să plătiți?,Коли б ви хотіли заплатити?,Kiedy chcesz zapłacić?,Kada želite da platite?,Kad vēlaties maksāt?,Kailan mo gustong magbayad?,तुम्हाला पैसे कधी द्यायचे आहेत?,તમે ક્યારે ચૂકવણી કરવા માંગો છો?,چه زمانی می خواهید پرداخت کنید؟,متى تريد الدفع؟,מתי תרצה לשלם?,آپ کب ادائیگی کرنا چاہیں گے؟
public.payment.payLater,Later,Αργότερα,Later,Plus tard,Später,Más tarde,Più tardi,Mais tarde,Daha sonra,По-късно,Позже,बाद में,後で,나중에,Sau đó,以后,Kasnije,Kasnije,Подоцна,Později,Senere,Myöhemmin,Senere,Senare,পরে,Később,Kemudian,Mai târziu,Пізніше,Później,Kasnije,Vēlāk,Mamaya,नंतर,પછી,بعداً,في وقت لاحق,מאוחר יותר,بعد میں
public.payment.payLaterWithCard,Later with card,Αργότερα με κάρτα,Later met kaart,Plus tard avec carte,Später mit Karte,Más tarde con tarjeta,Più tardi con carta,Mais tarde com cartão,Kartla daha sonra,По-късно с карта,Позже с картой,बाद में कार्ड के साथ,カードを使って後で,나중에 카드로,Sau đó bằng thẻ,以后用卡片,Kasnije s karticom,Kasnije sa karticom,Подоцна со картичка,Později s kartou,Senere med kort,Myöhemmin kortilla,Senere med kort,Senare med kort,পরে কার্ড সঙ্গে,Később kártyával,Nanti dengan kad,Mai târziu cu cardul,Пізніше з карткою,Później z kartą,Kasnije sa karticom,Vēlāk ar karti,Mamaya gamit ang kard,नंतर कार्डसह,पछि कार्ड संग,بعدا با کارت,لاحقًا باستخدام البطاقة,מאוחר יותר עם כרטיס,بعد میں کار.
