id,en,el,nl,fr,de,es,it,pt,tr,bg,ru,hi,ja
admin.store.common.tooltip.moveup.Option,Click here to move up option,Κάντε κλικ εδώ για να ανεβάσετε την επιλογή,Klik hier om de optie omhoog te gaan,Cliquez ici pour remonter l'option,"Klicken Sie hier, um die Option nach oben zu verschieben",Haga clic aquí para subir la opción,Fare clic qui per passare all'opzione in alto,Clique aqui para mover a opção para cima,Seçeneği yukarı taşımak için buraya tıklayın,"Щракнете тук, за да се придвижите нагоре","Нажмите здесь, чтобы перейти наверх",ऊपर जाने के लिए यहाँ क्लिक करें विकल्प,オプションを上に移動するには、ここをクリック
admin.store.settingsDefaultVATPercentage,Default VAT %,Προεπιλεγμένος ΦΠΑ%,Standaard btw%,% TVA par défaut,Standard-Mehrwertsteuer%,% De IVA predeterminado,% IVA predefinita,% De IVA padrão,Varsayılan KDV yüzdesi,ДДС по подразбиране,% НДС по умолчанию,डिफ़ॉल्ट VAT%,デフォルトの消費税率
admin.global.vatPercentage,VAT %,% ΦΠΑ,BTW%,TVA%,MwSt.%,IVA %,IVA%,IVA%,KDV %,ДДС %,НДС%,VAT%,消費税率
admin.store.settings.tableOrdering.title,Table Ordering,Παραγγελία στο τραπέζι,Bestellen aan tafel,Commande à table,Bestellung am Tisch,Orden de mesa,Ordinamento del tavolo,Ordem de Tabela,Masadan Sipariş,Поръчка на маса,Порядок таблиц,एक मेज पर परोसें,テーブル注文設定
admin.global.phone,Phone,Τηλέφωνο,Telefoon,Téléphone,Telefon,Teléfono,Telefono,Telefone,Telefon,Телефон,Телефон,फ़ोन,電話
admin.store.settingsHidden,Hidden,Κρυμμένο,Verborgen,Caché,Versteckt,Oculto,Nascosto,Escondido,Gizli,Скрити,Скрытый,छिपा हुआ,非表示
admin.store.schedulesSlot,Maximum Items per slot,Μέγιστα τεμάχια ανά χρονικό διάστημα,Maximaal aantal items per slot,Articles maximum par créneau,Maximale Anzahl der Artikel pro Steckplatz,Elementos máximos por ranura,Numero massimo di oggetti per slot,Máximo de itens por slot,Zaman aralığı başına maksimum ürün,Максимум елементи на слот,Максимальное количество предметов на слот,प्रति स्लॉट अधिकतम आइटम,時間枠あたりの最大アイテム
admin.store.schedulesSlotnote,Items that count against the total number of slots need to be specified,Αριθμός επιτρεπόμενων τεμαχίών ανά χρονικό διάστημα,"Items die meetellen voor het totale aantal slots, moeten worden opgegeven",Les éléments qui comptent dans le nombre total de créneaux doivent être spécifiés,"Elemente, die gegen die Gesamtzahl der Steckplätze angerechnet werden, müssen angegeben werden",Se deben especificar los elementos que cuentan contra el recuento total de ranuras.,È necessario specificare gli elementi che contano per il conteggio totale dello slot,Os itens que contam contra a contagem total do slot precisam ser especificados,Toplam zaman aralığına dahil olan ürünler belirtilmelidir.,"Необходимо е да се посочат елементи, които се отчитат спрямо общия брой на слотовете","Необходимо указать элементы, которые учитываются в общем количестве слотов.",स्लॉट कुल गणना के खिलाफ गिनती करने वाली वस्तुओं को निर्दिष्ट करने की आवश्यकता है,スロット総数にカウントされる項目を指定する必要があります
admin.store.catalog.offer.countAgainstslotcount,Count against slot count,Υπολογίζεται στον αριθμό,Tel mee met het aantal slots,Compter contre le nombre de créneaux,Gegen Slotanzahl zählen,Contar contra el recuento de ranuras,Conta contro il conteggio degli slot,Contagem contra a contagem de slots,Zaman aralığı sayısına dahil edilen ürünler,Бройте срещу броя на слотовете,Подсчитайте против количества слотов,स्लॉट की गिनती के खिलाफ गिनती,スロット数に対するカウント
admin.store.catalog.offer.countAgainstslot,Count against slot,Καταμετρήστε την υποδοχή,Tel tegen slot,Compter contre le créneau,Gegen Steckplatz zählen,Cuenta contra la ranura,Conta contro lo slot,Contar contra slot,Zaman aralığına dahil edilen,Бройте срещу слота,Считайте против слота,स्लॉट के खिलाफ गिनती,スロットに対してカウント
admin.store.catalog.offer.incrementBy,Increment by,Αύξηση κατά,Verhogen met,Incrémenter de,Inkrement durch,Incrementar por,Incrementa di,Incrementar por,Artırma oranı,Увеличаване от,Увеличение на,द्वारा वृद्धि,インクリメント
admin.store.timeShouldFuture,The time should be in the future.,Ο χρόνος πρέπει να είναι στο μέλλον.,De tijd zou in de toekomst moeten zijn.,Le temps devrait être dans le futur.,Die Zeit sollte in der Zukunft liegen.,El tiempo debería ser en el futuro.,Il tempo dovrebbe essere nel futuro.,A hora deve estar no futuro.,Zaman gelecekte olmalı.,Времето трябва да е в бъдещето.,Время должно быть в будущем.,समय भविष्य में होना चाहिए।,現在より先の時間を指定してください
admin.store.discountVoucher,Discount Voucher,Κουπόνι με έκπτωση,Kortingsbon,Bon de réduction,Rabatt-Gutschein,Cupón de descuento,Buono sconto,Voucher de desconto,İndirim kuponu,Ваучер за отстъпка,Купон на скидку,छूट का प्रमाण पत्र,割引クーポン
admin.store.inputMinutes,Input minutes,Λεπτά,Voer minuten in,Minutes d'entrée,Minuten eingeben,Minutos de entrada,Minuti di input,Minutos de entrada,Dakika girin,Въведени минути,Введите минуты,इनपुट मिनट,「分」を入力
admin.store.selectMinutes,Select minutes,Επιλέξτε λεπτά,Selecteer minuten,Sélectionnez les minutes,Minuten auswählen,Seleccionar minutos,Seleziona i minuti,Selecione os minutos,Dakika seçin,Изберете минути,Выберите минуты,मिनट का चयन करें,「分」を選択
admin.store.estimatedTime,Estimated time,Αναμενόμενη ώρα,Geschatte tijd,Temps estimé,Geschätzte Zeit,Hora prevista,Tempo stimato,Tempo estimado,Tahmini süresi,Очаквано време,Расчетное время,अनुमानित समय,予定時刻
admin.store.location.locationType,Location Type,Τύπος τοποθεσίας,Locatie Type,Type de lieu,Standorttyp,Tipo de ubicacion,Tipo di posizione,Tipo de localização,Konum Türü,Тип местоположение,Тип локации,स्थान का प्रकार,場所の種類
admin.store.location.externalId,External Id,,Externe ID,Identifiant externe,Externe ID,Identificación externa,ID esterno,Identificação Externa,Harici Kimlik,Външен идентификатор,Внешний идентификатор,बाहरी आईडी,外部 ID
admin.store.location.table,Table,Τραπέζι,Tafel,Table,Tisch,Mesa,tavolo,Mesa,Masa,Таблица,Стол,टेबल,テーブル
admin.store.location.location,Location,Τοποθεσία,Plaats,Lieu,Ort,Localización,Posizione,Localização,Konum,Местоположение,Место расположения,स्थान,指定場所
admin.store.location.room,Room,Δωμάτιο,Kamer,Salle,Zimmer,Habitación,Camera,Quarto,Oda,Стая,Комната,कक्ष,部屋
admin.store.setting.marketing.fb.domainVerification.text,Facebook Domain Verification,Επικύρωση Domain Facebook,Facebook-domeinverificatie,Vérification du domaine Facebook,Verifizierung der Facebook-Domäne,Verificación de dominio de Facebook,Verifica del dominio Facebook,Verificação de domínio do Facebook,Facebook Alan Adı Doğrulaması,Проверка на домейн във Facebook,Проверка домена Facebook,फेसबुक डोमेन सत्यापन,Facebookドメイン認証
admin.store.setting.marketing.fb.domainVerification.message,Please contact us and provide the DNS verification details,Επικοινωνήστε μαζί μας και δώστε τα στοιχεία επαλήθευσης DNS,Neem contact met ons op en geef de DNS-verificatiegegevens door,Veuillez nous contacter et fournir les détails de la vérification DNS,Bitte kontaktieren Sie uns und geben Sie die DNS-Verifizierungsdetails an,Por favor contáctenos y proporcione los detalles de verificación de DNS,Ti preghiamo di contattarci e fornire i dettagli di verifica DNS,Entre em contato conosco e forneça os detalhes de verificação de DNS,Lütfen bizimle iletişime geçin ve DNS doğrulama ayrıntılarını sağlayın,"Моля, свържете се с нас и предоставете подробности за проверка на DNS","Пожалуйста, свяжитесь с нами и предоставьте данные проверки DNS.",कृपया हमसे संपर्क करें और DNS सत्यापन विवरण प्रदान करें,DNS認証の詳細をご連絡ください。
admin.store.setting.billing,Billing,Χρέωση,Facturering,Facturation,Abrechnung,Facturación,Fatturazione,Cobrança,Faturalama,Таксуване,Биллинг,बिलिंग,有料プラン
admin.store.subscription.billing.businessName,Business Name,Επωνυμία Επιχείρησης,Bedrijfsnaam,Nom de l'entreprise,Firmenname,Nombre del Negocio,Nome commerciale,Nome da empresa,Firma Adı,Име на фирмата,Наименование фирмы,व्यवास्यक नाम,商号
admin.store.hideorderComment,Hide Order Comments,Απόκρυψη σχολίων παραγγελίας,Verberg bestelopmerkingen,Masquer les commentaires de commande,Bestellkommentare ausblenden,Ocultar comentarios de pedidos,Nascondi commenti ordine,Ocultar comentários do pedido,Sipariş Yorumlarını Gizle,Скриване на коментарите за поръчки,Скрыть комментарии к заказу,आदेश टिप्पणियाँ छिपाएँ,備考入力（注文全体）を非表示
admin.store.message.locationCreateSuccess,Table {{label}} was created successfully,Το τραπέζι {{label}} δημιουργήθηκε με επιτυχία,De tabel {{label}} is met succes aangemaakt,La table {{label}} a été créée avec succès,Tisch {{label}} wurde erfolgreich erstellt,La tabla {{label}} se creó correctamente,La tabella {{label}} è stata creata correttamente,A tabela {{label}} foi criada com sucesso,{{label}} tablosu başarıyla oluşturuldu,Таблица {{label}} е създадена успешно,Таблица {{label}} успешно создана,तालिका {{लेबल}} सफलतापूर्वक बनाई गई थी,テーブル{{label}}が正常に作成されました
admin.store.message.locationsCreateSuccess,Tables created successfully,Τα τραπέζια δημιουργήθηκαν με επιτυχία,Tafels succesvol aangemaakt,Tables créées avec succès,Tischen erfolgreich erstellt,Tablas creadas con éxito,Tabelle create con successo,Tabelas criadas com sucesso,Tablolar başarıyla oluşturuldu,Таблиците са създадени успешно,Таблицы успешно созданы,तालिकाएँ सफलतापूर्वक बनाई गईं,テーブルの作成に成功
admin.store.message.locationUpdateSuccess,Table {{label}} was updated successfully,Το τραπέζι {{label}} ενημερώθηκε με επιτυχία,Tabel {{label}} is succesvol bijgewerkt,La table {{label}} a été mise à jour avec succès,Tisch {{label}} wurde erfolgreich aktualisiert,La tabla {{label}} se actualizó correctamente,La tabella {{label}} è stata aggiornata correttamente,A tabela {{label}} foi atualizada com sucesso,{{label}} tablosu başarıyla güncellendi,Таблица {{label}} бе актуализирана успешно,Таблица {{label}} успешно обновлена,तालिका{{लेबल}} को सफलतापूर्वक अपडेट किया गया,テーブル{{label}}が正常に更新されました
admin.store.hideorderitemComment,Hide Order Item Comments,Απόκρυψη σχολίων στοιχείων παραγγελίας,Verberg opmerkingen over bestelitems,Masquer les commentaires sur les articles de la commande,Kommentare zum Bestellartikel ausblenden,Ocultar comentarios de artículo de pedido,Nascondi commenti articolo ordine,Ocultar comentários do item do pedido,Sipariş Öğesi Yorumlarını Gizle,Скриване на коментарите за артикули за поръчки,Скрыть комментарии к позиции заказа,ऑर्डर आइटम टिप्पणियां छिपाएं,備考入力（商品単位）を非表示
admin.store.catalog.offer.characteristics.spicy,Spicy,Καυτερό,Pittig,Épicée,Würzig,Picante,Speziata,Picante,Baharatlı,Пикантно,Пряный,मसालेदार,辛い
admin.store.catalogOffer,Items,Προϊόντα,Aanbiedingen,Des offres,Bietet an,Ofertas,Offerte,Ofertas,Ürünler,Оферти,Предложения,ऑफर,商品名
admin.store.catalogCategory,Category,Κατηγορία,Categorie,Catégorie,Kategorie,Categoría,Categoria,Categoria,Kategori,Категория,Категория,वर्ग,カテゴリー
admin.store.catalog.priceVariants,Price Variants,Παραλλαγές τιμών,Prijsvarianten,Variantes de prix,Preisvarianten,Variantes de precio,Varianti di prezzo,Variantes de preço,Fiyat Varyasyonları,Варианти на цената,Варианты цены,मूल्य वेरिएंट,価格バリエーション
admin.store.catalog.catalogOptionGroup,Option Group,Ομάδα επιλογών,Optiegroep,Groupe d'options,Optionsgruppe,Grupo de opciones,Gruppo di opzioni,Grupo de Opções,Seçenek Grubu,Група с опции,Группа опций,विकल्प समूह,オプショングループ
admin.store.settingDetails,Store Details,Λεπτομέρειες καταστήματος,Store Details,Détails du magasin,Store-Details,Detalles de la tienda,Dettagli negozio,Detalhes da Loja,Mağaza Detayları,Подробности за магазина,Подробная информация о магазине,स्टोर का विवरण,店舗の詳細
admin.store.settingOrdering,Store Ordering,Παραγγελία καταστήματος,Winkel bestellen,Commande en magasin,Ladenbestellung,Pedidos en tienda,Ordini in negozio,Pedidos da Loja,Sipariş Ver,Поръчка на магазина,Заказ в магазине,स्टोर ऑर्डर करना,店舗の注文
admin.store.settingPayment,Payment Setting,Ρύθμιση πληρωμής,Betalingsinstelling,Paramètre de paiement,Zahlungseinstellung,Configuración de pago,Impostazione del pagamento,Configuração de Pagamento,Ödeme Ayarı,Настройка на плащане,Настройка оплаты,भुगतान सेटिंग,支払い設定
admin.store.settingPickup,Pickup,Μαζεύω,Oppakken,Ramasser,Abholen,Recoger,Raccogliere,Pegar,Gel-Al Servis,Вдигни,Подбирать,उठाना,テイクアウト
admin.store.settingDelivery,Delivery,Διανομή,Levering,Livraison,Lieferung,Entrega,Consegna,Entrega,Paket Servis,Доставка,Доставка,वितरण,配達
admin.store.settingLocations,Table ordering,Παραγγελία στο τραπέζι,Bestellen aan tafel,Commande à table,Bestellung am Tisch,Orden de mesa,Ordinamento del tavolo,Ordem de Tabela,Masadan sipariş,Поръчка на маса,Порядок таблиц,एक मेज पर परोसें,テーブル注文設定
admin.store.settingCatalog,Store Catalog,Κατάλογος καταστημάτων,Winkelcatalogus,Catalogue du magasin,Katalog speichern,Catálogo de la tienda,Catalogo del negozio,Catálogo de loja,Mağaza Kataloğu,Магазин Каталог,Каталог магазина,स्टोर कैटलॉग,ストアメニュー
admin.store.settingOrderingRule,Ordering Rule,Κανόνας παραγγελίας,Bestelregel,Règle de commande,Bestellregel,Regla de pedido,Regola di ordinazione,Regra de pedido,Sipariş Kuralı,Правило за подреждане,Правило заказа,आदेश देना,注文ルール
admin.store.settingSchedules,Schedules,Ωράρια,Schema's,Des horaires,Zeitpläne,Horarios,Orari,Horários,Program,Графици,Расписания,अनुसूचियों,営業時間設定
admin.store.settingMarketing,Marketing,Εμπορία,Marketing,Commercialisation,Marketing,Márketing,Marketing,Marketing,Tanıtım,Маркетинг,Маркетинг,विपणन,マーケティング
admin.store.settingDiscountVouchers,Discount Voucher,Κουπόνι με έκπτωση,Kortingsbon,Bon de réduction,Rabatt-Gutschein,Cupón de descuento,Buono sconto,Voucher de desconto,İndirim kuponu,Ваучер за отстъпка,Купон на скидку,छूट का प्रमाण पत्र,割引クーポン
admin.store.share.ordering.allowDefaultOrdering,Allow Ordering,Να επιτρέπεται η παραγγελία,Bestellen toestaan,Autoriser la commande,Bestellung zulassen,Permitir pedidos,Consenti l'ordinazione,Permitir pedidos,Siparişe İzin Ver,Разрешаване на поръчка,Разрешить заказ,आज्ञा देना,注文を許可する
admin.store.share.ordering.DefaultOrdering,Default,Προκαθορισμένο,Standaard,Défaut,Standard,Defecto,Predefinito,Predefinição,Varsayılan,По подразбиране,Дефолт,चूक,デフォルト
admin.store.share.ordering.disableDefaultOrdering,Inactive,Ανενεργό,Uitgeschakelt,Désactivé,Behindert,Discapacitado,Disabilitato,Desativado,Devre Dışı,Деактивирано,Отключено,विकलांग,無効
admin.store.share.ordering.defaultDate,Default Date,Προεπιλεγμένη ημερομηνία,Standaarddatum,Date par défaut,Standarddatum,Fecha predeterminada,Data predefinita,Data Padrão,Varsayılan Tarih,Дата по подразбиране,Дата по умолчанию,डिफ़ॉल्ट दिनांक,デフォルトの日付
admin.store.setting.domainsApps.title,Domains & Mobile Apps,Domains και mobile apps,Domeinen en Apps,Domaines et Applications,Domains & Apps,Dominios y Aplicaciones,Domini e App,Domínios e Aplicativos,Alan Adları & Uygulamalar,Домейни и приложения,Домены и приложения,डोमेन और ऐप्स,ドメインとアプリ
admin.store.customDomain.additionalCustomDomain,Additional Custom Domain,Πρόσθετος προσαρμοσμένος τομέας,Extra aangepast domein,Domaine personnalisé supplémentaire,Zusätzliche benutzerdefinierte Domain,Dominio personalizado adicional,Dominio personalizzato aggiuntivo,Domínio Personalizado Adicional,İlave Özel Alan Adı,Допълнителен потребителски домейн,Дополнительный пользовательский домен,अतिरिक्त कस्टम डोमेन,追加のカスタムドメイン
admin.store.customDomain.labelError,The domain value is not valid,Η τιμή τομέα δεν είναι έγκυρη,De domeinwaarde is niet geldig,La valeur du domaine n'est pas valide,Der Domänenwert ist ungültig,El valor del dominio no es válido,Il valore del dominio non è valido,O valor do domínio não é válido,Alan Ad geçerli değil,Стойността на домейна не е валидна,Значение домена недействительно,डोमेन मान मान्य नहीं है,ドメイン値が無効です
admin.store.domaincustomInfo,"You can use your own custom domain e.g. https://example.com or subdomain e.g. https://mystore.example.com additionally to your GonnaOrder domain. You need to do some additional configuration at your domain provider, in order for this to work","Μπορείτε να χρησιμοποιήσετε τον δικό σας προσαρμοσμένο τομέα π.χ. https://example.com ή υποτομέας π.χ. https://mystore.example.com επιπλέον στον τομέα σας GonnaOrder. Πρέπει να κάνετε κάποια επιπλέον διαμόρφωση στον παροχέα τομέα σας, προκειμένου να λειτουργήσει","U kunt uw eigen aangepaste domein gebruiken, bijv. https://example.com of subdomein, bijv. https://mijnwinkel.voorbeeld.com naast uw GonnaOrder-domein. U moet wat aanvullende configuratie bij uw domeinprovider uitvoeren om dit te laten werken","Vous pouvez utiliser votre propre domaine personnalisé, par exemple https://example.com ou sous-domaine, par exemple https://mystore.example.com en plus de votre domaine GonnaOrder. Vous devez effectuer une configuration supplémentaire chez votre fournisseur de domaine pour que cela fonctionne","Sie können Ihre eigene benutzerdefinierte Domain verwenden, z. https://example.com oder Subdomain, z. https://mystore.example.com zusätzlich zu Ihrer GonnaOrder-Domain. Sie müssen einige zusätzliche Konfigurationen bei Ihrem Domänenanbieter vornehmen, damit dies funktioniert","Puede utilizar su propio dominio personalizado, p. Ej. https://example.com o subdominio, p. ej. https://mystore.example.com además de su dominio GonnaOrder. Necesita realizar alguna configuración adicional en su proveedor de dominio para que esto funcione","Puoi utilizzare il tuo dominio personalizzato, ad es. https://example.com o sottodominio, ad es. https://mystore.example.com in aggiunta al tuo dominio GonnaOrder. È necessario eseguire alcune configurazioni aggiuntive presso il provider di dominio, affinché funzioni","Você pode usar seu próprio domínio personalizado, por exemplo https://example.com ou subdomínio, por exemplo https://mystore.example.com, além do seu domínio GonnaOrder. Você precisa fazer algumas configurações adicionais em seu provedor de domínio para que isso funcione","Kendi özel alan adınızı kullanabilirsiniz, örn. https://example.com veya alt alan adı, ör. GonnaOrder alan adınıza ek olarak https://mystore.example.com. Bunun çalışması için alan adı sağlayıcınızda bazı ek yapılandırma yapmanız gerekir.","Можете да използвате свой собствен потребителски домейн, напр. https://example.com или поддомейн напр. https://mystore.example.com допълнително към вашия домейн GonnaOrder. Трябва да направите допълнителна конфигурация при вашия доставчик на домейн, за да работи това","Вы можете использовать свой собственный домен, например https://example.com или субдомен, например https://mystore.example.com в дополнение к вашему домену GonnaOrder. Для того, чтобы это работало, вам необходимо выполнить дополнительную настройку у вашего провайдера домена.",आप अपने स्वयं के कस्टम डोमेन का उपयोग कर सकते हैं जैसे https://example.com या उपडोमेन उदा। https://mystore.example.com अतिरिक्त रूप से अपने गोनाओडर डोमेन पर। इसे काम करने के लिए आपको अपने डोमेन प्रदाता पर कुछ अतिरिक्त कॉन्फ़िगरेशन करने की आवश्यकता है,独自のカスタムドメインを使用できます。 https://example.comまたはサブドメイン（例： GonnaOrderドメインに加えてhttps://mystore.example.com。 これを機能させるには、ドメインプロバイダーで追加の構成を行う必要があります
admin.store.catalog.allowMultiple,Allow multiple selections of the same item,Να επιτρέπονται πολλές επιλογές του ίδιου αντικειμένου,Sta meerdere selecties van hetzelfde item toe,Autoriser plusieurs sélections du même élément,Erlaube mehrere Auswahlen desselben Elements,Permitir múltiples selecciones del mismo artículo,Consenti selezioni multiple dello stesso articolo,Permitir várias seleções do mesmo item,Aynı ürünün birden çok seçimine izin ver,Разрешаване на множество избори на един и същ елемент,Разрешить множественный выбор одного и того же элемента,एक ही आइटम के कई चयनों की अनुमति दें,同じアイテムの複数選択を許可する
admin.store.setting.lastMile.lastMileDeliverySoftware,Last Mile Delivery Software,Λογισμικό παράδοσης τελευταίων μιλίων,Software voor de bezorging van de laatste mijl,Logiciel de livraison du dernier kilomètre,Last Mile Delivery Software,Software de entrega de última milla,Software di consegna dell'ultimo miglio,Software de entrega de última milha,Last Mile Teslimat Yazılımı,Софтуер за доставка на последната миля,Программное обеспечение для доставки последней мили,अंतिम मील वितरण सॉफ्टवेयर,ラストマイルデリバリーソフトウェア
admin.store.setting.lastMile.enterMynextCredentials,Enter your mynext credentials,Εισαγάγετε τα διαπιστευτήρια mynext,Voer uw mynext-gegevens in,Entrez vos identifiants mynext,Geben Sie Ihre mynext-Anmeldeinformationen ein,Ingrese sus credenciales mynext,Inserisci le tue credenziali mynext,Insira suas credenciais mynext,Mynext kimlik bilgilerinizi girin,Въведете вашите следващи идентификационни данни,Введите свои учетные данные mynext,अपने mynext क्रेडेंशियल दर्ज करें,mynextの資格情報を入力してください
admin.store.setting.integrations.username,Username,Όνομα χρήστη,Gebruikersnaam,Nom d'utilisateur,Nutzername,Nombre de usuario,Nome utente,Nome de usuário,Kullanıcı adı,Потребителско име,Имя пользователя,उपयोगकर्ता नाम,ユーザー名
admin.store.setting.integrations.password,Password,Κωδικός πρόσβασης,Wachtwoord,Mot de passe,Passwort,Contraseña,Parola d'ordine,Senha,Parola,Парола,Пароль,कुंजिका,パスワード
admin.store.setting.integrations.URL,URL,URL,URL,URL,URL,URL,URL,URL,URL'si,URL адрес,URL-адрес,यूआरएल,URL
admin.store.setting.integrations.theCredentialsAreNotValid,The credentials are not valid,Τα διαπιστευτήρια δεν είναι έγκυρα,De inloggegevens zijn niet geldig,Les informations d'identification ne sont pas valides,Die Anmeldeinformationen sind ungültig,Las credenciales no son válidas,Le credenziali non sono valide,As credenciais não são válidas,Kimlik bilgileri geçerli değil,Идентификационните данни не са валидни,Учетные данные недействительны,प्रमाण मान्य नहीं हैं,資格情報が無効です
admin.store.setting.eposDirect.enterEposDirectCredentials,Enter your eposDirect credentials,Εισαγάγετε τα διαπιστευτήρια eposdirect,Voer uw eposdirect-gegevens in,Entrez vos identifiants eposdirect,Geben Sie Ihre eposdirect-Anmeldeinformationen ein,Ingrese sus credenciales eposdirect,Inserisci le tue credenziali eposdirect,Insira suas credenciais eposdirect,eposdirect kimlik bilgilerinizi girin,Въведете вашите следващи идентификационни данни,Введите свои учетные данные eposdirect,अपने eposdirect क्रेडेंशियल दर्ज करें,eposdirectの資格情報を入力してください
admin.store.order.orderIdentifier,Identifier,Αναγνωριστικό,ID,Identifiant,Kennung,Identificador,Identificatore,Identificador,Sipariş Kodu,Идентификатор,Идентификатор,पहचानकर्ता,注文番号
admin.store.catalogManageByExcel,Manage Via Excel,Διαχείριση μέσω Excel,Beheer via Excel,Gérer via Excel,Über Excel verwalten,Administrar a través de Excel,Gestisci tramite Excel,Gerenciar via Excel,Excel ile Yönet,Управление чрез Excel,Управление через Excel,Via Excel प्रबंधित करें,Excelで管理
admin.store.catalog.offer.externalProductId,External Product Id,Αναγνωριστικό εξωτερικού προϊόντος,Externe product-id,ID de produit externe,Externe Produkt-ID,ID de producto externo,ID prodotto esterno,Id de produto externo,Harici Ürün Kimliği,Външен идентификационен номер на продукта,Идентификатор внешнего продукта,बाहरी उत्पाद आईडी,外部製品ID
admin.global.registeredAt,Registered At,Εγγεγραμμένος στις,Geregistreerd bij,Enregistré à,Registriert bei,Registrado en,Registrato a,Registrado em,Kayıtlı,Регистриран в,Зарегистрировано на,पर पंजीकृत है,で登録
admin.store.settingspickupdisplaypickupAddress,Display Pickup Address,Εμφάνιση διεύθυνσης παραλαβής,Afhaaladres weergeven,Afficher l'adresse de ramassage,Abholadresse anzeigen,Mostrar dirección de recogida,Visualizza indirizzo di ritiro,Exibir endereço de retirada,Siparişin Alınacağı Adresi,Показване на адреса за взимане,Показать адрес получения,पिकअप पता प्रदर्शित करें,ピックアップ先住所
admin.store.settingspickupHide,Hide,Aπόκρυψη,Zich verstoppen,Cacher,Ausblenden,Esconder,Nascondere,Esconder,Sakla,Крия,Скрывать,छिपाना,隠す
admin.store.settingspickupShow,Show,Εμφάνιση,Tonen,Spectacle,Show,Show,Mostrare,mostrar,Göster,Покажи,Показывать,प्रदर्शन,表示する
admin.store.schedule.displaydesireddateandTime,Display Desired Date & Time,Εμφάνιση επιθυμητής ημερομηνίας και ώρας,Geef de gewenste datum en tijd weer,Afficher la date et l'heure souhaitées,Gewünschtes Datum und Uhrzeit anzeigen,Mostrar fecha y hora deseadas,Visualizza data e ora desiderate,Exibir data e hora desejadas,İstenilen Tarih ve Saati Göster,Показване на желаната дата и час,Отображение желаемой даты и времени,वांछित दिनांक और समय प्रदर्शित करें,希望の日時を表示する
admin.store.schedule.dateandTime,Date & Time,Ημερομηνία & ώρα,Datum Tijd,Date et heure,Terminzeit,Fecha y hora,Appuntamento,Data hora,Tarih ve Saat,Време за среща,Дата и время,दिनांक समय,日時
admin.store.schedule.dateOnly,Date Only,Μόνο ημερομηνία,Alleen datum,Date seulement,Nur Datum,Solo fecha,Solo data,Apenas data,Yalnızca Tarih,Само дата,Только дата,केवल दिनांक,日付のみ
admin.store.statistics.quantitySold,Quantity Sold,Ποσότητα που πωλήθηκε,Hoeveelheid verkocht,Quantité vendue,Menge verkauft,Cantidad vendida,Quantità venduta,Quantidade vendida,Satış Adeti,Продадено количество,Проданное количество,बेचा गया सामान,販売数量
admin.store.statistics.revenueLabel,Revenue,Εσοδα,Omzet,Revenu,Einnahmen,Ingresos,Reddito,Receita,Gelir,Приходи,Доход,राजस्व,売上
admin.store.deleteStore,Are you sure you want to delete this store? This action cannot be undone,Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτό το κατάστημα; Αυτή η πράξη δε μπορεί να αναιρεθεί,Weet u zeker dat u deze winkel wilt verwijderen? Deze actie kan niet ongedaan gemaakt worden,Êtes-vous sûr de vouloir supprimer ce magasin? Cette action ne peut pas être annuléea,Möchten Sie diesen Shop wirklich löschen? Diese Aktion kann nicht rückgängig gemacht werden,¿Estás seguro de que deseas eliminar esta tienda? Esta acción no se puede deshacer,Sei sicuro di voler eliminare questo negozio? Questa azione non può essere annullata,Tem certeza de que deseja excluir esta loja? Essa ação não pode ser desfeita,Bu mağazayı silmek istediğinizden emin misiniz? Bu eylem geri alınamaz,Наистина ли искате да изтриете този магазин? Това действие не може да бъде отменено,"Вы уверены, что хотите удалить этот магазин? Это действие не может быть отменено",क्या आप वाकई इस स्टोर को हटाना चाहते हैं? यह कार्य दोबारा से नहीं हो सकता,このお店を削除してもよろしいですか？ このアクションは元に戻せません
admin.store.deleteStoreSuccess,Store has been deleted successfully,Το κατάστημα διαγράφηκε με επιτυχία,Winkel is succesvol verwijderd,Le magasin a été supprimé avec succès,Speicher wurde erfolgreich gelöscht,La tienda se ha eliminado correctamente,Il negozio è stato eliminato con successo,A loja foi excluída com sucesso,Mağaza başarıyla silindi,Магазинът е изтрит успешно,Магазин успешно удален,स्टोर सफलतापूर्वक हटा दिया गया है,お店は正常に削除されました
admin.store.oneClickAddToBasket,One click add to basket,Προσθήκη στο καλάθι με ένα κλικ,Met één klik in winkelmandje,Un clic ajouter au panier,Ein Klick zum Warenkorb hinzufügen,Añadir a la cesta con un clic,Un clic aggiungi al carrello,Um clique adiciona ao cesto,Tek tıkla sepete ekle,С едно кликване добавете в кошницата,В один клик добавить в корзину,एक क्लिक टोकरी में जोड़ें,ワンクリックで買い物かごに追加
